dia_incell,thk_bot,thk_mid,thk_top,thk_wall,thk_c2s,dia_prod,thk_prod,thk_outcell,thk_wall_outcell,thk_slit,ratio_slit,mode_cell,mode_slit,scale_x,scale_y,pitch_x,pitch_y,pitch_slit,thk_x1,thk_x2,thk_y1,thk_y2,thk_edge,lim_slit,lim_incell,lim_outcell
1.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.500 ,30.000 ,1.000 ,1.000 ,0.750 ,0.500 ,2,FALSE,FALSE,0.345 ,0.300 ,2.0000E+00,1.7321E+00,4.7321E+00,2.1563E-01,4.0938E-01,1.5000E-01,3.5000E-01,2.6267E-01,1.2000E+01,1.3500E+01,1.3284E+01
