1.75000000000000e+00,-8.03108891324553e+00
5.25000000000000e+00,-8.03108891324553e+00
8.75000000000000e+00,-8.03108891324553e+00
-1.75000000000000e+00,-8.03108891324553e+00
-5.25000000000000e+00,-8.03108891324553e+00
-8.75000000000000e+00,-8.03108891324553e+00
0.00000000000000e+00,0.00000000000000e+00
3.50000000000000e+00,0.00000000000000e+00
7.00000000000000e+00,0.00000000000000e+00
1.05000000000000e+01,0.00000000000000e+00
-3.50000000000000e+00,0.00000000000000e+00
-7.00000000000000e+00,0.00000000000000e+00
-1.05000000000000e+01,0.00000000000000e+00
1.75000000000000e+00,8.03108891324553e+00
5.25000000000000e+00,8.03108891324553e+00
8.75000000000000e+00,8.03108891324553e+00
-1.75000000000000e+00,8.03108891324553e+00
-5.25000000000000e+00,8.03108891324553e+00
-8.75000000000000e+00,8.03108891324553e+00
